date;SP500;NASDAQ
2023-03-24-10-13;3930.56;12690.75
2023-03-24-10-14;3936.05;12703.38
2023-03-24-10-15;3932.99;12690.18
2023-03-24-10-16;3927.51;12675.27
2023-03-24-10-17;3926.85;12667.79
2023-03-24-10-18;3926.55;12667.84
2023-03-24-10-19;3929.06;12678.92
2023-03-24-10-20;3924.65;12665.67
2023-03-24-10-21;3922.66;12655.22
2023-03-24-10-22;3919.23;12645.65
2023-03-24-10-23;3920.49;12650.74
2023-03-24-10-24;3921.37;12649.26
2023-03-24-10-25;3924.57;12655.98
2023-03-24-10-26;3926.64;12659.44
2023-03-24-10-27;3932.32;12675.07
2023-03-24-10-28;3934.72;12682.04
2023-03-24-10-29;3937.60;12694.68
2023-03-24-10-30;3939.28;12703.35
2023-03-24-10-31;3941.40;12708.19
2023-03-24-10-32;3940.45;12701.59
2023-03-24-10-33;3938.29;12694.88
2023-03-24-10-34;3940.58;12702.83
2023-03-24-10-35;3939.59;12698.59
2023-03-24-10-36;3934.67;12683.05
2023-03-24-10-37;3933.05;12680.06
2023-03-24-10-38;3936.00;12693.99
2023-03-24-10-39;3935.24;12689.52
2023-03-24-10-40;3931.25;12676.47
2023-03-24-10-41;3928.78;12669.41
2023-03-24-10-42;3929.67;12672.70
2023-03-24-10-43;3927.13;12663.08
2023-03-24-10-44;3926.40;12661.03
2023-03-24-10-45;3926.45;12663.31
2023-03-24-10-46;3928.11;12666.72
2023-03-24-10-47;3926.21;12668.16
2023-03-24-10-48;3925.42;12667.43
2023-03-24-10-49;3927.93;12676.16
2023-03-24-10-50;3924.29;12659.50
2023-03-24-10-51;3925.48;12663.67
2023-03-24-10-52;3924.42;12658.52
2023-03-24-10-53;3925.05;12660.96
2023-03-24-10-54;3925.67;12664.18
2023-03-24-10-55;3924.75;12658.17
2023-03-24-10-56;3927.48;12671.47
2023-03-24-10-57;3929.89;12678.44
2023-03-24-10-58;3928.93;12673.04
2023-03-24-10-59;3928.06;12670.33
2023-03-24-11-00;3929.40;12676.53
2023-03-24-11-01;3928.11;12673.03
2023-03-24-11-02;3926.49;12665.48
2023-03-24-11-03;3927.16;12667.68
2023-03-24-11-04;3929.66;12676.06
2023-03-24-11-05;3932.39;12685.35
2023-03-24-11-06;3931.98;12683.03
2023-03-24-11-07;3928.80;12672.86
2023-03-24-11-08;3925.29;12655.77
2023-03-24-11-09;3923.03;12645.73
2023-03-24-11-10;3921.30;12638.47
2023-03-24-11-11;3917.45;12624.89
2023-03-24-11-12;3915.50;12614.80
2023-03-24-11-13;3917.76;12624.61
2023-03-24-11-14;3916.17;12616.59
2023-03-24-11-15;3916.08;12616.09
2023-03-24-11-16;3920.64;12635.82
2023-03-24-11-17;3919.18;12624.82
2023-03-24-11-18;3919.72;12625.15
2023-03-24-11-19;3918.29;12617.43
2023-03-24-11-20;3917.67;12616.10
2023-03-24-11-21;3920.21;12621.50
2023-03-24-11-22;3920.08;12616.82
2023-03-24-11-23;3918.56;12609.74
2023-03-24-11-24;3918.98;12612.73
2023-03-24-11-25;3919.81;12617.58
2023-03-24-11-26;3923.25;12628.90
2023-03-24-11-27;3923.57;12626.45
2023-03-24-11-28;3923.14;12625.83
2023-03-24-11-29;3921.78;12624.19
2023-03-24-11-30;3922.63;12628.41
2023-03-24-11-31;3922.26;12625.91
2023-03-24-11-32;3920.30;12619.25
2023-03-24-11-33;3920.99;12621.92
2023-03-24-11-34;3921.12;12618.11
2023-03-24-11-35;3923.25;12626.10
2023-03-24-11-36;3927.02;12638.94
2023-03-24-11-37;3927.07;12640.49
2023-03-24-11-38;3925.27;12634.58
2023-03-24-11-39;3925.54;12633.07
2023-03-24-11-40;3925.41;12633.63
2023-03-24-11-41;3927.67;12640.09
2023-03-24-11-42;3927.06;12638.12
2023-03-24-11-43;3928.24;12642.93
2023-03-24-11-44;3928.23;12638.37
2023-03-24-11-45;3928.75;12641.37
2023-03-24-11-46;3938.44;12676.52
2023-03-24-11-47;3944.21;12696.41
2023-03-24-11-48;3942.53;12691.00
2023-03-24-11-49;3942.35;12693.02
2023-03-24-11-50;3940.17;12685.58
2023-03-24-11-51;3939.88;12685.56
2023-03-24-11-52;3939.22;12685.12
2023-03-24-11-53;3938.43;12682.46
2023-03-24-11-54;3939.37;12686.70
2023-03-24-11-55;3938.24;12680.99
2023-03-24-11-56;3940.89;12687.22
2023-03-24-11-57;3944.23;12698.14
2023-03-24-11-58;3943.64;12697.42
2023-03-24-11-59;3944.41;12700.24
2023-03-24-12-00;3946.39;12705.27
2023-03-24-12-01;3946.23;12703.64
2023-03-24-12-02;3952.91;12722.93
2023-03-24-12-03;3951.33;12715.17
2023-03-24-12-04;3949.75;12710.54
2023-03-24-12-05;3944.14;12690.04
2023-03-24-12-06;3943.28;12685.50
2023-03-24-12-07;3942.99;12685.60
2023-03-24-12-08;3944.05;12687.59
2023-03-24-12-09;3940.92;12674.46
2023-03-24-12-10;3938.24;12667.33
2023-03-24-12-11;3939.69;12665.63
2023-03-24-12-12;3939.55;12665.35
2023-03-24-12-13;3938.92;12662.32
2023-03-24-12-14;3938.85;12664.03
2023-03-24-12-15;3937.83;12659.34
2023-03-24-12-16;3939.99;12664.93
2023-03-24-12-17;3937.91;12658.00
2023-03-24-12-18;3936.17;12651.73
2023-03-24-12-19;3934.12;12642.92
2023-03-24-12-20;3935.00;12643.30
2023-03-24-12-21;3935.52;12645.53
2023-03-24-12-22;3933.40;12639.45
2023-03-24-12-23;3934.75;12642.73
2023-03-24-12-24;3934.54;12642.41
2023-03-24-12-25;3935.93;12648.48
2023-03-24-12-26;3935.51;12644.88
2023-03-24-12-27;3934.19;12639.88
2023-03-24-12-28;3936.14;12645.56
2023-03-24-12-29;3936.89;12648.81
2023-03-24-12-30;3937.86;12655.48
2023-03-24-12-31;3939.36;12658.10
2023-03-24-12-32;3938.48;12655.10
2023-03-24-12-33;3939.83;12659.15
2023-03-24-12-34;3937.97;12652.50
2023-03-24-12-35;3939.51;12657.75
2023-03-24-12-36;3939.32;12653.50
2023-03-24-12-37;3940.28;12659.26
2023-03-24-12-38;3942.19;12666.17
2023-03-24-12-39;3942.73;12670.16
2023-03-24-12-40;3942.05;12670.12
2023-03-24-12-41;3940.64;12663.63
2023-03-24-12-42;3942.50;12666.53
2023-03-24-12-43;3943.99;12670.79
2023-03-24-12-44;3944.82;12675.60
2023-03-24-12-45;3945.20;12677.20
2023-03-24-12-46;3947.76;12686.17
2023-03-24-12-47;3948.95;12689.69
2023-03-24-12-48;3950.01;12692.65
2023-03-24-12-49;3951.13;12694.56
2023-03-24-12-50;3949.84;12688.87
2023-03-24-12-51;3948.26;12683.46
2023-03-24-12-52;3947.81;12681.39
2023-03-24-12-53;3946.60;12675.03
2023-03-24-12-54;3945.93;12675.00
2023-03-24-12-55;3946.59;12678.51
2023-03-24-12-56;3948.58;12685.00
2023-03-24-12-57;3948.37;12683.63
2023-03-24-12-58;3950.29;12690.42
2023-03-24-12-59;3949.03;12685.14
2023-03-24-13-00;3947.86;12681.06
2023-03-24-13-01;3949.98;12686.00
2023-03-24-13-02;3948.79;12682.32
2023-03-24-13-03;3946.83;12675.07
2023-03-24-13-04;3946.57;12674.18
2023-03-24-13-05;3947.24;12677.87
2023-03-24-13-06;3949.28;12684.02
2023-03-24-13-07;3948.10;12680.04
2023-03-24-13-08;3944.83;12668.13
2023-03-24-13-09;3945.26;12666.86
2023-03-24-13-10;3944.92;12667.16
2023-03-24-13-11;3945.95;12672.92
2023-03-24-13-12;3943.85;12667.77
2023-03-24-13-13;3945.81;12673.46
2023-03-24-13-14;3946.46;12677.07
2023-03-24-13-15;3946.74;12679.74
2023-03-24-13-16;3947.79;12682.07
2023-03-24-13-17;3945.59;12675.82
2023-03-24-13-18;3944.64;12670.20
2023-03-24-13-19;3943.66;12666.81
2023-03-24-13-20;3942.46;12662.98
2023-03-24-13-21;3944.49;12670.82
2023-03-24-13-22;3946.00;12675.27
2023-03-24-13-23;3947.01;12679.23
2023-03-24-13-24;3945.59;12673.12
2023-03-24-13-25;3946.08;12675.72
2023-03-24-13-26;3949.81;12687.73
2023-03-24-13-27;3953.28;12699.38
2023-03-24-13-28;3952.63;12698.73
2023-03-24-13-29;3949.78;12690.77
2023-03-24-13-30;3950.40;12694.29
2023-03-24-13-31;3952.61;12698.80
2023-03-24-13-32;3951.91;12696.44
2023-03-24-13-33;3954.93;12708.71
2023-03-24-13-34;3954.00;12707.01
2023-03-24-13-35;3951.88;12699.22
2023-03-24-13-36;3954.38;12706.73
2023-03-24-13-37;3955.13;12708.62
2023-03-24-13-38;3956.29;12713.38
2023-03-24-13-39;3955.91;12711.34
2023-03-24-13-40;3956.25;12714.06
2023-03-24-13-41;3957.34;12716.93
2023-03-24-13-42;3952.78;12700.40
2023-03-24-13-43;3954.15;12704.23
2023-03-24-13-44;3953.17;12701.36
2023-03-24-13-45;3953.70;12703.58
2023-03-24-13-46;3951.40;12697.24
2023-03-24-13-47;3952.05;12701.29
2023-03-24-13-48;3948.58;12689.98
2023-03-24-13-49;3948.07;12688.57
2023-03-24-13-50;3946.45;12681.35
2023-03-24-13-51;3946.55;12680.69
2023-03-24-13-52;3945.75;12676.15
2023-03-24-13-53;3946.35;12676.58
2023-03-24-13-54;3945.65;12674.07
2023-03-24-13-55;3946.78;12678.04
2023-03-24-13-56;3946.49;12675.96
2023-03-24-13-57;3946.46;12676.14
2023-03-24-13-58;3948.48;12682.60
2023-03-24-13-59;3950.19;12687.35
2023-03-24-14-00;3950.33;12690.54
2023-03-24-14-01;3952.68;12697.57
2023-03-24-14-02;3952.46;12697.22
2023-03-24-14-03;3953.58;12701.67
2023-03-24-14-04;3953.82;12703.16
2023-03-24-14-05;3953.60;12700.15
2023-03-24-14-06;3951.37;12691.94
2023-03-24-14-07;3949.60;12685.64
2023-03-24-14-08;3950.71;12688.88
2023-03-24-14-09;3954.01;12700.14
2023-03-24-14-10;3952.98;12694.54
2023-03-24-14-11;3955.07;12700.14
2023-03-24-14-12;3954.05;12697.47
2023-03-24-14-13;3955.41;12701.94
2023-03-24-14-14;3956.82;12704.94
2023-03-24-14-15;3956.49;12706.71
2023-03-24-14-16;3958.96;12714.51
2023-03-24-14-17;3958.44;12713.39
2023-03-24-14-18;3957.89;12710.04
2023-03-24-14-19;3955.71;12704.25
2023-03-24-14-20;3956.92;12708.68
2023-03-24-14-21;3957.00;12708.01
2023-03-24-14-22;3958.41;12712.84
2023-03-24-14-23;3956.05;12705.11
2023-03-24-14-24;3957.17;12708.16
2023-03-24-14-25;3954.39;12701.41
2023-03-24-14-26;3954.77;12702.34
2023-03-24-14-27;3955.33;12704.82
2023-03-24-14-28;3954.54;12700.40
2023-03-24-14-29;3955.23;12702.70
2023-03-24-14-30;3956.10;12707.42
2023-03-24-14-31;3956.99;12707.75
2023-03-24-14-32;3957.11;12710.28
2023-03-24-14-33;3957.01;12709.71
2023-03-24-14-34;3958.76;12715.10
2023-03-24-14-35;3961.98;12724.87
2023-03-24-14-36;3960.21;12718.15
2023-03-24-14-37;3960.10;12717.34
2023-03-24-14-38;3960.40;12717.26
2023-03-24-14-39;3962.51;12727.30
2023-03-24-14-40;3962.74;12728.17
2023-03-24-14-41;3961.51;12724.18
2023-03-24-14-42;3961.30;12725.44
2023-03-24-14-43;3961.92;12728.79
2023-03-24-14-44;3963.56;12732.89
2023-03-24-14-45;3963.64;12733.28
2023-03-24-14-46;3964.96;12737.94
2023-03-24-14-47;3962.82;12731.02
2023-03-24-14-48;3963.98;12735.86
2023-03-24-14-49;3963.85;12733.87
2023-03-24-14-50;3963.38;12732.26
2023-03-24-14-51;3962.67;12729.34
2023-03-24-14-52;3961.55;12725.72
2023-03-24-14-53;3959.50;12719.51
2023-03-24-14-54;3960.74;12722.34
2023-03-24-14-55;3960.08;12718.84
2023-03-24-14-56;3963.18;12727.92
2023-03-24-14-57;3963.28;12728.99
2023-03-24-14-58;3962.32;12728.19
2023-03-24-14-59;3961.23;12725.39
2023-03-24-15-00;3961.67;12729.67
2023-03-24-15-01;3960.32;12726.38
2023-03-24-15-02;3960.84;12726.35
2023-03-24-15-03;3957.06;12714.32
2023-03-24-15-04;3958.25;12717.15
2023-03-24-15-05;3958.26;12716.46
2023-03-24-15-06;3959.40;12720.12
2023-03-24-15-07;3958.37;12718.92
2023-03-24-15-08;3959.14;12722.61
2023-03-24-15-09;3956.03;12712.45
2023-03-24-15-10;3956.90;12715.32
2023-03-24-15-11;3956.75;12715.63
2023-03-24-15-12;3959.50;12724.82
2023-03-24-15-13;3958.01;12719.53
2023-03-24-15-14;3958.91;12722.31
2023-03-24-15-15;3956.72;12716.35
2023-03-24-15-16;3958.43;12721.12
2023-03-24-15-17;3959.98;12726.03
2023-03-24-15-18;3963.26;12738.77
2023-03-24-15-19;3964.70;12744.31
2023-03-24-15-20;3964.42;12744.88
2023-03-24-15-21;3965.51;12750.52
2023-03-24-15-22;3969.05;12760.95
2023-03-24-15-23;3971.25;12766.70
2023-03-24-15-24;3967.71;12756.89
2023-03-24-15-25;3967.06;12753.06
2023-03-24-15-26;3966.83;12751.92
2023-03-24-15-27;3967.68;12753.57
2023-03-24-15-28;3965.88;12747.42
2023-03-24-15-29;3969.01;12758.54
2023-03-24-15-30;3970.24;12760.81
2023-03-24-15-31;3970.45;12761.83
2023-03-24-15-32;3970.95;12762.75
2023-03-24-15-33;3970.17;12759.68
2023-03-24-15-34;3968.25;12755.45
2023-03-24-15-35;3968.61;12753.62
2023-03-24-15-36;3967.43;12749.43
2023-03-24-15-37;3969.66;12756.31
2023-03-24-15-38;3971.10;12764.46
2023-03-24-15-39;3971.36;12763.08
2023-03-24-15-40;3968.75;12756.51
2023-03-24-15-41;3968.38;12756.49
2023-03-24-15-42;3967.87;12754.04
2023-03-24-15-43;3968.61;12755.90
2023-03-24-15-44;3969.71;12757.55
2023-03-24-15-45;3967.92;12755.21
2023-03-24-15-46;3967.41;12753.28
2023-03-24-15-47;3964.43;12745.52
2023-03-24-15-48;3963.32;12740.63
2023-03-24-15-49;3965.08;12747.76
2023-03-24-15-50;3963.38;12740.43
2023-03-24-15-51;3964.57;12745.27
2023-03-24-15-52;3964.62;12745.99
2023-03-24-15-53;3962.96;12739.82
2023-03-24-15-54;3962.40;12737.35
2023-03-24-15-55;3961.57;12733.35
2023-03-24-15-56;3959.90;12727.74
2023-03-24-15-57;3964.69;12742.88
2023-03-24-15-58;3967.67;12754.01
2023-03-24-15-59;3968.71;12757.42
2023-03-24-16-00;3971.54;12767.05
2023-03-24-16-01;3971.18;12767.05
2023-03-24-16-02;3971.18;12767.05
2023-03-24-16-03;3971.18;12767.05
2023-03-24-16-04;3971.01;12767.05
2023-03-24-16-05;3970.99;12767.05
2023-03-24-16-06;3970.99;12767.05
2023-03-24-16-07;3970.99;12767.05
2023-03-24-16-08;3970.99;12767.05
2023-03-24-16-09;3970.99;12767.05
2023-03-24-16-10;3970.99;12767.05
2023-03-24-16-11;3970.99;12767.05
2023-03-24-16-12;3970.99;12767.05
2023-03-24-16-13;3970.99;12767.05
2023-03-24-16-14;3970.99;12767.05
2023-03-24-16-15;3970.99;12767.05
2023-03-24-16-16;3970.99;12767.05
2023-03-24-16-17;3970.99;12767.05
2023-03-24-16-18;3970.99;12767.05
2023-03-24-16-19;3970.99;12767.05
2023-03-24-16-20;3970.99;12767.05
2023-03-24-16-21;3970.99;12767.05
2023-03-24-16-22;3970.99;12767.05
2023-03-24-16-23;3970.99;12767.05
2023-03-24-16-24;3970.99;12767.05
2023-03-24-16-25;3970.99;12767.05
2023-03-24-16-26;3970.99;12767.05
2023-03-24-16-27;3970.99;12767.05
2023-03-24-16-28;3970.99;12767.05
2023-03-24-16-29;3970.99;12767.05
2023-03-24-16-30;3970.99;12767.05
2023-03-24-16-31;3970.99;12767.05
2023-03-24-16-32;3970.99;12767.05
2023-03-24-16-33;3970.99;12767.05
2023-03-24-16-34;3970.99;12767.05
2023-03-24-16-35;3970.99;12767.05
2023-03-24-16-36;3970.99;12767.05
2023-03-24-16-37;3970.99;12767.05
2023-03-24-16-38;3970.99;12767.05
2023-03-24-16-39;3970.99;12767.05
2023-03-24-16-40;3970.99;12767.05
2023-03-24-16-41;3970.99;12767.05
2023-03-24-16-42;3970.99;12767.05
2023-03-24-16-43;3970.99;12767.05
2023-03-24-16-44;3970.99;12767.05
2023-03-24-16-45;3970.99;12767.05
2023-03-24-16-46;3970.99;12767.05
2023-03-24-16-47;3970.99;12767.05
2023-03-24-16-48;3970.99;12767.05
2023-03-24-16-49;3970.99;12767.05
2023-03-24-16-50;3970.99;12767.05
2023-03-24-16-51;3970.99;12767.05
2023-03-24-16-52;3970.99;12767.05
2023-03-24-16-53;3970.99;12767.05
2023-03-24-16-54;3970.99;12767.05
2023-03-24-16-55;3970.99;12767.05
2023-03-24-16-56;3970.99;12767.05
2023-03-24-16-57;3970.99;12767.05
2023-03-24-16-58;3970.99;12767.05
2023-03-24-16-59;3970.99;12767.05
2023-03-25-09-00;3970.99;12767.05
2023-03-25-09-01;3970.99;12767.05
2023-03-25-09-02;3970.99;12767.05
2023-03-25-09-03;3970.99;12767.05
2023-03-25-09-04;3970.99;12767.05
2023-03-25-09-05;3970.99;12767.05
2023-03-25-09-06;3970.99;12767.05
2023-03-25-09-07;3970.99;12767.05
2023-03-25-09-08;3970.99;12767.05
2023-03-25-09-09;3970.99;12767.05
2023-03-25-09-10;3970.99;12767.05
2023-03-25-09-11;3970.99;12767.05
2023-03-25-09-12;3970.99;12767.05
2023-03-25-09-13;3970.99;12767.05
2023-03-25-09-14;3970.99;12767.05
2023-03-25-09-15;3970.99;12767.05
2023-03-25-09-16;3970.99;12767.05
2023-03-25-09-17;3970.99;12767.05
2023-03-25-09-18;3970.99;12767.05
2023-03-25-09-19;3970.99;12767.05
2023-03-25-09-20;3970.99;12767.05
2023-03-25-09-21;3970.99;12767.05
2023-03-25-09-22;3970.99;12767.05
2023-03-25-09-23;3970.99;12767.05
2023-03-25-09-24;3970.99;12767.05
2023-03-25-09-25;3970.99;12767.05
2023-03-25-09-26;3970.99;12767.05
2023-03-25-09-27;3970.99;12767.05
2023-03-25-09-28;3970.99;12767.05
2023-03-25-09-29;3970.99;12767.05
2023-03-25-09-30;3970.99;12767.05
2023-03-25-09-31;3970.99;12767.05
2023-03-25-09-32;3970.99;12767.05
2023-03-25-09-33;3970.99;12767.05
2023-03-25-09-34;3970.99;12767.05
2023-03-25-09-35;3970.99;12767.05
2023-03-25-09-36;3970.99;12767.05
2023-03-25-09-37;3970.99;12767.05
2023-03-25-09-38;3970.99;12767.05
2023-03-25-09-39;3970.99;12767.05
2023-03-25-09-40;3970.99;12767.05
2023-03-25-09-41;3970.99;12767.05
2023-03-25-09-42;3970.99;12767.05
2023-03-25-09-43;3970.99;12767.05
2023-03-25-09-44;3970.99;12767.05
2023-03-25-09-45;3970.99;12767.05
2023-03-25-09-46;3970.99;12767.05
2023-03-25-09-47;3970.99;12767.05
2023-03-25-09-48;3970.99;12767.05
2023-03-25-09-49;3970.99;12767.05
2023-03-25-09-50;3970.99;12767.05
2023-03-25-09-51;3970.99;12767.05
2023-03-25-09-52;3970.99;12767.05
2023-03-25-09-53;3970.99;12767.05
2023-03-25-09-54;3970.99;12767.05
2023-03-25-09-55;3970.99;12767.05
2023-03-25-09-56;3970.99;12767.05
2023-03-25-09-57;3970.99;12767.05
2023-03-25-09-58;3970.99;12767.05
2023-03-25-09-59;3970.99;12767.05
2023-03-25-10-00;3970.99;12767.05
2023-03-25-10-01;3970.99;12767.05
2023-03-25-10-02;3970.99;12767.05
2023-03-25-10-03;3970.99;12767.05
2023-03-25-10-04;3970.99;12767.05
2023-03-25-10-05;3970.99;12767.05
2023-03-25-10-06;3970.99;12767.05
2023-03-25-10-07;3970.99;12767.05
2023-03-25-10-08;3970.99;12767.05
2023-03-25-10-09;3970.99;12767.05
2023-03-25-10-10;3970.99;12767.05
2023-03-25-10-11;3970.99;12767.05
2023-03-25-10-12;3970.99;12767.05
2023-03-25-10-13;3970.99;12767.05
2023-03-25-10-14;3970.99;12767.05
2023-03-25-10-15;3970.99;12767.05
2023-03-25-10-16;3970.99;12767.05
2023-03-25-10-17;3970.99;12767.05
2023-03-25-10-18;3970.99;12767.05
2023-03-25-10-19;3970.99;12767.05
2023-03-25-10-20;3970.99;12767.05
2023-03-25-10-21;3970.99;12767.05
2023-03-25-10-22;3970.99;12767.05
2023-03-25-10-23;3970.99;12767.05
2023-03-25-10-24;3970.99;12767.05
2023-03-25-10-25;3970.99;12767.05
2023-03-25-10-26;3970.99;12767.05
2023-03-25-10-27;3970.99;12767.05
2023-03-25-10-28;3970.99;12767.05
2023-03-25-10-29;3970.99;12767.05
2023-03-25-10-30;3970.99;12767.05
2023-03-25-10-31;3970.99;12767.05
2023-03-25-10-32;3970.99;12767.05
2023-03-25-10-33;3970.99;12767.05
2023-03-25-10-34;3970.99;12767.05
2023-03-25-10-35;3970.99;12767.05
2023-03-25-10-36;3970.99;12767.05
2023-03-25-10-37;3970.99;12767.05
2023-03-25-10-38;3970.99;12767.05
2023-03-25-10-39;3970.99;12767.05
2023-03-25-10-40;3970.99;12767.05
2023-03-25-10-41;3970.99;12767.05
2023-03-25-10-42;3970.99;12767.05
2023-03-25-10-43;3970.99;12767.05
2023-03-25-10-44;3970.99;12767.05
2023-03-25-10-45;3970.99;12767.05
2023-03-25-10-46;3970.99;12767.05
2023-03-25-10-47;3970.99;12767.05
2023-03-25-10-48;3970.99;12767.05
2023-03-25-10-49;3970.99;12767.05
2023-03-25-10-50;3970.99;12767.05
2023-03-25-10-51;3970.99;12767.05
2023-03-25-10-52;3970.99;12767.05
2023-03-25-10-53;3970.99;12767.05
2023-03-25-10-54;3970.99;12767.05
2023-03-25-10-55;3970.99;12767.05
2023-03-25-10-56;3970.99;12767.05
2023-03-25-10-57;3970.99;12767.05
2023-03-25-10-58;3970.99;12767.05
2023-03-25-10-59;3970.99;12767.05
2023-03-25-11-00;3970.99;12767.05
2023-03-25-11-01;3970.99;12767.05
2023-03-25-11-02;3970.99;12767.05
2023-03-25-11-03;3970.99;12767.05
2023-03-25-11-04;3970.99;12767.05
2023-03-25-11-05;3970.99;12767.05
2023-03-25-11-06;3970.99;12767.05
2023-03-25-11-07;3970.99;12767.05
2023-03-25-11-08;3970.99;12767.05
2023-03-25-11-09;3970.99;12767.05
2023-03-25-11-10;3970.99;12767.05
2023-03-25-11-11;3970.99;12767.05
2023-03-25-11-12;3970.99;12767.05
2023-03-25-11-13;3970.99;12767.05
2023-03-25-11-14;3970.99;12767.05
2023-03-25-11-15;3970.99;12767.05
2023-03-25-11-16;3970.99;12767.05
2023-03-25-11-17;3970.99;12767.05
2023-03-25-11-18;3970.99;12767.05
2023-03-25-11-19;3970.99;12767.05
2023-03-25-11-20;3970.99;12767.05
2023-03-25-11-21;3970.99;12767.05
2023-03-25-11-22;3970.99;12767.05
2023-03-25-11-23;3970.99;12767.05
2023-03-25-11-24;3970.99;12767.05
2023-03-25-11-25;3970.99;12767.05
2023-03-25-11-26;3970.99;12767.05
2023-03-25-11-27;3970.99;12767.05
2023-03-25-11-28;3970.99;12767.05
2023-03-25-11-29;3970.99;12767.05
2023-03-25-11-30;3970.99;12767.05
2023-03-25-11-31;3970.99;12767.05
2023-03-25-11-32;3970.99;12767.05
2023-03-25-11-33;3970.99;12767.05
2023-03-25-11-34;3970.99;12767.05
2023-03-25-11-35;3970.99;12767.05
2023-03-25-11-36;3970.99;12767.05
2023-03-25-11-37;3970.99;12767.05
2023-03-25-11-38;3970.99;12767.05
2023-03-25-11-39;3970.99;12767.05
2023-03-25-11-40;3970.99;12767.05
2023-03-25-11-41;3970.99;12767.05
2023-03-25-11-42;3970.99;12767.05
2023-03-25-11-43;3970.99;12767.05
2023-03-25-11-44;3970.99;12767.05
2023-03-25-11-45;3970.99;12767.05
2023-03-25-11-46;3970.99;12767.05
2023-03-25-11-47;3970.99;12767.05
2023-03-25-11-48;3970.99;12767.05
2023-03-25-11-49;3970.99;12767.05
2023-03-25-11-50;3970.99;12767.05
2023-03-25-11-51;3970.99;12767.05
2023-03-25-11-52;3970.99;12767.05
2023-03-25-11-53;3970.99;12767.05
2023-03-25-11-54;3970.99;12767.05
2023-03-25-11-55;3970.99;12767.05
2023-03-25-11-56;3970.99;12767.05
2023-03-25-11-57;3970.99;12767.05
2023-03-25-11-58;3970.99;12767.05
2023-03-25-11-59;3970.99;12767.05
2023-03-25-12-00;3970.99;12767.05
2023-03-25-12-01;3970.99;12767.05
2023-03-25-12-02;3970.99;12767.05
2023-03-25-12-03;3970.99;12767.05
2023-03-25-12-04;3970.99;12767.05
2023-03-25-12-05;3970.99;12767.05
2023-03-25-12-06;3970.99;12767.05
2023-03-25-12-07;3970.99;12767.05
2023-03-25-12-08;3970.99;12767.05
2023-03-25-12-09;3970.99;12767.05
2023-03-25-12-10;3970.99;12767.05
2023-03-25-12-11;3970.99;12767.05
2023-03-25-12-12;3970.99;12767.05
2023-03-25-12-13;3970.99;12767.05
2023-03-25-12-14;3970.99;12767.05
2023-03-25-12-15;3970.99;12767.05
2023-03-25-12-16;3970.99;12767.05
2023-03-25-12-17;3970.99;12767.05
2023-03-25-12-18;3970.99;12767.05
2023-03-25-12-19;3970.99;12767.05
2023-03-25-12-20;3970.99;12767.05
2023-03-25-12-21;3970.99;12767.05
2023-03-25-12-22;3970.99;12767.05
2023-03-25-12-23;3970.99;12767.05
2023-03-25-12-24;3970.99;12767.05
2023-03-25-12-25;3970.99;12767.05
2023-03-25-12-26;3970.99;12767.05
2023-03-25-12-27;3970.99;12767.05
2023-03-25-12-28;3970.99;12767.05
2023-03-25-12-29;3970.99;12767.05
2023-03-25-12-30;3970.99;12767.05
2023-03-25-12-31;3970.99;12767.05
2023-03-25-12-32;3970.99;12767.05
2023-03-25-12-33;3970.99;12767.05
2023-03-25-12-34;3970.99;12767.05
2023-03-25-12-35;3970.99;12767.05
2023-03-25-12-36;3970.99;12767.05
2023-03-25-12-37;3970.99;12767.05
2023-03-25-12-38;3970.99;12767.05
2023-03-25-12-39;3970.99;12767.05
2023-03-25-12-40;3970.99;12767.05
2023-03-25-12-41;3970.99;12767.05
2023-03-25-12-42;3970.99;12767.05
2023-03-25-12-43;3970.99;12767.05
2023-03-25-12-44;3970.99;12767.05
2023-03-25-12-45;3970.99;12767.05
2023-03-25-12-46;3970.99;12767.05
2023-03-25-12-47;3970.99;12767.05
2023-03-25-12-48;3970.99;12767.05
2023-03-25-12-49;3970.99;12767.05
2023-03-25-12-50;3970.99;12767.05
2023-03-25-12-51;3970.99;12767.05
2023-03-25-12-52;3970.99;12767.05
2023-03-25-12-53;3970.99;12767.05
2023-03-25-12-54;3970.99;12767.05
2023-03-25-12-55;3970.99;12767.05
2023-03-25-12-56;3970.99;12767.05
2023-03-25-12-57;3970.99;12767.05
2023-03-25-12-58;3970.99;12767.05
2023-03-25-12-59;3970.99;12767.05
2023-03-25-13-00;3970.99;12767.05
2023-03-25-13-01;3970.99;12767.05
2023-03-25-13-02;3970.99;12767.05
2023-03-25-13-03;3970.99;12767.05
2023-03-25-13-04;3970.99;12767.05
2023-03-25-13-05;3970.99;12767.05
2023-03-25-13-06;3970.99;12767.05
2023-03-25-13-07;3970.99;12767.05
2023-03-25-13-08;3970.99;12767.05
2023-03-25-13-09;3970.99;12767.05
2023-03-25-13-10;3970.99;12767.05
2023-03-25-13-11;3970.99;12767.05
2023-03-25-13-12;3970.99;12767.05
2023-03-25-13-13;3970.99;12767.05
2023-03-25-13-14;3970.99;12767.05
2023-03-25-13-15;3970.99;12767.05
2023-03-25-13-16;3970.99;12767.05
2023-03-25-13-17;3970.99;12767.05
2023-03-25-13-18;3970.99;12767.05
