date;SP500;NASDAQ
2023-03-26-16-25;3970.99;12767.05
2023-03-26-16-26;3970.99;12767.05
2023-03-26-16-27;3970.99;12767.05
2023-03-26-16-28;3970.99;12767.05
2023-03-26-16-29;3970.99;12767.05
2023-03-26-16-30;3970.99;12767.05
2023-03-26-16-31;3970.99;12767.05
2023-03-26-16-32;3970.99;12767.05
2023-03-26-16-33;3970.99;12767.05
2023-03-26-16-34;3970.99;12767.05
2023-03-26-16-35;3970.99;12767.05
2023-03-26-16-36;3970.99;12767.05
2023-03-26-16-37;3970.99;12767.05
2023-03-26-16-38;3970.99;12767.05
2023-03-26-16-39;3970.99;12767.05
2023-03-26-16-40;3970.99;12767.05
2023-03-26-16-41;3970.99;12767.05
2023-03-26-16-42;3970.99;12767.05
2023-03-26-16-43;3970.99;12767.05
2023-03-26-16-44;3970.99;12767.05
2023-03-26-16-45;3970.99;12767.05
2023-03-26-16-46;3970.99;12767.05
2023-03-26-16-47;3970.99;12767.05
2023-03-26-16-48;3970.99;12767.05
2023-03-26-16-49;3970.99;12767.05
2023-03-26-16-50;3970.99;12767.05
2023-03-26-16-51;3970.99;12767.05
2023-03-26-16-52;3970.99;12767.05
2023-03-26-16-53;3970.99;12767.05
2023-03-26-16-54;3970.99;12767.05
2023-03-26-16-55;3970.99;12767.05
2023-03-26-16-56;3970.99;12767.05
2023-03-26-16-57;3970.99;12767.05
2023-03-26-16-58;3970.99;12767.05
2023-03-26-16-59;3970.99;12767.05
2023-03-27-09-00;3970.99;12767.05
2023-03-27-09-01;3970.99;12767.05
2023-03-27-09-02;3970.99;12767.05
2023-03-27-09-03;3970.99;12767.05
2023-03-27-09-04;3970.99;12767.05
2023-03-27-09-05;3970.99;12767.05
2023-03-27-09-06;3970.99;12767.05
2023-03-27-09-07;3970.99;12767.05
2023-03-27-09-08;3970.99;12767.05
2023-03-27-09-09;3970.99;12767.05
2023-03-27-09-10;3970.99;12767.05
2023-03-27-09-11;3970.99;12767.05
2023-03-27-09-12;3970.99;12767.05
2023-03-27-09-13;3970.99;12767.05
2023-03-27-09-14;3970.99;12767.05
2023-03-27-09-15;3970.99;12767.05
2023-03-27-09-16;3970.99;12767.05
2023-03-27-09-17;3970.99;12767.05
2023-03-27-09-18;3970.99;12767.05
2023-03-27-09-19;3970.99;12767.05
2023-03-27-09-20;3970.99;12767.05
2023-03-27-09-21;3970.99;12767.05
2023-03-27-09-22;3970.99;12767.05
2023-03-27-09-23;3970.99;12767.05
2023-03-27-09-24;3970.99;12767.05
2023-03-27-09-25;3970.99;12767.05
2023-03-27-09-26;3970.99;12767.05
2023-03-27-09-27;3970.99;12767.05
2023-03-27-09-28;3970.99;12767.05
2023-03-27-09-29;3970.99;12767.05
2023-03-27-09-30;3982.93;12767.05
2023-03-27-09-31;3995.42;12793.27
2023-03-27-09-32;3994.91;12773.89
2023-03-27-09-33;3997.34;12783.06
2023-03-27-09-34;3997.29;12787.87
2023-03-27-09-35;3999.94;12793.57
2023-03-27-09-36;4000.01;12786.24
2023-03-27-09-37;3995.11;12780.42
2023-03-27-09-38;3994.92;12779.45
2023-03-27-09-39;3993.45;12777.77
2023-03-27-09-40;3991.33;12775.82
2023-03-27-09-41;3992.25;12782.17
2023-03-27-09-42;3997.61;12801.64
2023-03-27-09-43;3998.65;12805.46
2023-03-27-09-44;3999.59;12813.17
2023-03-27-09-45;3999.77;12816.07
2023-03-27-09-46;4000.62;12818.45
2023-03-27-09-47;4002.94;12824.43
2023-03-27-09-48;4001.97;12821.37
2023-03-27-09-49;4001.49;12819.68
2023-03-27-09-50;4001.66;12823.97
2023-03-27-09-51;4002.80;12834.44
2023-03-27-09-52;4003.66;12839.42
2023-03-27-09-53;4001.85;12834.90
2023-03-27-09-54;4000.33;12826.35
2023-03-27-09-55;3996.59;12813.68
2023-03-27-09-56;3997.39;12816.98
2023-03-27-09-57;3993.53;12806.51
2023-03-27-09-58;3991.69;12797.98
2023-03-27-09-59;3993.65;12802.66
2023-03-27-10-00;3995.84;12815.12
2023-03-27-10-01;3994.48;12814.72
2023-03-27-10-02;3993.32;12815.60
2023-03-27-10-03;3994.39;12817.93
2023-03-27-10-04;3995.12;12818.12
2023-03-27-10-05;3994.69;12817.12
2023-03-27-10-06;3993.58;12813.56
2023-03-27-10-07;3991.59;12803.86
2023-03-27-10-08;3992.73;12818.71
2023-03-27-10-09;3992.90;12817.33
2023-03-27-10-10;3993.33;12820.80
2023-03-27-10-11;3993.84;12818.27
2023-03-27-10-12;3995.10;12816.66
2023-03-27-10-13;3994.79;12811.17
2023-03-27-10-14;3993.55;12804.84
2023-03-27-10-15;3991.56;12795.78
2023-03-27-10-16;3995.90;12808.26
2023-03-27-10-17;3992.78;12798.24
2023-03-27-10-18;3988.84;12787.14
2023-03-27-10-19;3989.31;12790.25
2023-03-27-10-20;3990.21;12792.99
2023-03-27-10-21;3991.32;12793.74
2023-03-27-10-22;3991.10;12794.08
2023-03-27-10-23;3993.16;12805.12
2023-03-27-10-24;3992.38;12803.75
2023-03-27-10-25;3990.94;12799.75
2023-03-27-10-26;3988.58;12791.48
2023-03-27-10-27;3988.19;12788.80
2023-03-27-10-28;3989.04;12791.46
2023-03-27-10-29;3986.86;12779.78
2023-03-27-10-30;3986.18;12775.16
2023-03-27-10-31;3982.20;12757.17
2023-03-27-10-32;3982.46;12758.47
2023-03-27-10-33;3983.41;12763.08
2023-03-27-10-34;3981.88;12757.93
2023-03-27-10-35;3982.01;12757.73
2023-03-27-10-36;3979.39;12748.55
2023-03-27-10-37;3982.19;12753.15
2023-03-27-10-38;3982.47;12755.33
2023-03-27-10-39;3981.53;12751.84
2023-03-27-10-40;3983.97;12765.23
2023-03-27-10-41;3980.56;12759.94
2023-03-27-10-42;3980.51;12758.82
2023-03-27-10-43;3979.90;12754.07
2023-03-27-10-44;3980.47;12757.07
2023-03-27-10-45;3979.38;12754.00
2023-03-27-10-46;3978.79;12751.08
2023-03-27-10-47;3982.64;12761.10
2023-03-27-10-48;3983.18;12763.15
2023-03-27-10-49;3981.15;12756.44
2023-03-27-10-50;3982.63;12759.11
2023-03-27-10-51;3982.59;12757.65
2023-03-27-10-52;3984.14;12762.44
2023-03-27-10-53;3982.75;12756.92
2023-03-27-10-54;3984.14;12762.28
2023-03-27-10-55;3985.47;12767.38
2023-03-27-10-56;3985.74;12769.24
2023-03-27-10-57;3986.79;12772.11
2023-03-27-10-58;3983.99;12758.85
2023-03-27-10-59;3980.42;12749.00
2023-03-27-11-00;3978.58;12737.68
2023-03-27-11-01;3979.14;12738.59
2023-03-27-11-02;3979.50;12738.72
2023-03-27-11-03;3979.09;12735.79
2023-03-27-11-04;3979.52;12734.49
2023-03-27-11-05;3978.10;12729.64
2023-03-27-11-06;3976.43;12721.95
2023-03-27-11-07;3976.08;12721.62
2023-03-27-11-08;3976.75;12720.92
2023-03-27-11-09;3978.13;12722.80
2023-03-27-11-10;3974.92;12709.03
2023-03-27-11-11;3973.96;12702.21
2023-03-27-11-12;3975.39;12710.25
2023-03-27-11-13;3977.37;12720.94
2023-03-27-11-14;3978.60;12722.96
2023-03-27-11-15;3978.74;12723.74
2023-03-27-11-16;3978.38;12726.79
2023-03-27-11-17;3977.21;12721.43
2023-03-27-11-18;3977.57;12725.17
2023-03-27-11-19;3976.32;12722.10
2023-03-27-11-20;3973.94;12714.04
2023-03-27-11-21;3975.43;12717.79
2023-03-27-11-22;3978.42;12727.25
2023-03-27-11-23;3977.66;12724.42
2023-03-27-11-24;3977.36;12721.91
2023-03-27-11-25;3977.28;12719.59
2023-03-27-11-26;3979.15;12721.43
2023-03-27-11-27;3978.24;12715.66
2023-03-27-11-28;3978.40;12717.49
2023-03-27-11-29;3978.69;12718.13
2023-03-27-11-30;3980.48;12724.05
2023-03-27-11-31;3982.43;12727.80
2023-03-27-11-32;3981.56;12723.90
2023-03-27-11-33;3982.70;12729.19
2023-03-27-11-34;3981.93;12725.42
2023-03-27-11-35;3981.69;12724.99
2023-03-27-11-36;3982.21;12725.09
2023-03-27-11-37;3980.97;12718.84
2023-03-27-11-38;3981.34;12717.14
2023-03-27-11-39;3979.83;12709.21
2023-03-27-11-40;3981.51;12714.12
2023-03-27-11-41;3980.15;12706.53
2023-03-27-11-42;3980.22;12705.32
2023-03-27-11-43;3978.19;12695.15
2023-03-27-11-44;3978.31;12699.04
2023-03-27-11-45;3979.63;12702.53
2023-03-27-11-46;3979.08;12698.72
2023-03-27-11-47;3979.84;12700.77
2023-03-27-11-48;3980.14;12701.50
2023-03-27-11-49;3980.55;12700.48
2023-03-27-11-50;3981.01;12698.04
2023-03-27-11-51;3979.97;12695.33
2023-03-27-11-52;3980.54;12698.86
2023-03-27-11-53;3978.65;12690.15
2023-03-27-11-54;3975.36;12679.50
2023-03-27-11-55;3975.76;12676.04
2023-03-27-11-56;3973.05;12665.35
2023-03-27-11-57;3973.51;12665.25
2023-03-27-11-58;3974.98;12664.83
2023-03-27-11-59;3974.93;12662.34
2023-03-27-12-00;3973.58;12657.14
2023-03-27-12-01;3975.28;12664.28
2023-03-27-12-02;3975.68;12661.78
2023-03-27-12-03;3973.87;12652.55
2023-03-27-12-04;3975.98;12663.82
2023-03-27-12-05;3977.56;12665.60
2023-03-27-12-06;3973.89;12654.82
2023-03-27-12-07;3973.75;12656.02
2023-03-27-12-08;3973.15;12655.03
2023-03-27-12-09;3971.75;12650.42
2023-03-27-12-10;3973.40;12657.28
2023-03-27-12-11;3972.64;12656.16
2023-03-27-12-12;3973.40;12657.15
2023-03-27-12-13;3974.47;12658.53
2023-03-27-12-14;3975.35;12661.72
2023-03-27-12-15;3975.32;12661.88
2023-03-27-12-16;3977.30;12670.16
2023-03-27-12-17;3978.22;12672.99
2023-03-27-12-18;3978.17;12670.39
2023-03-27-12-19;3979.03;12677.17
2023-03-27-12-20;3979.98;12676.98
2023-03-27-12-21;3980.61;12678.52
2023-03-27-12-22;3980.70;12678.92
2023-03-27-12-23;3981.15;12682.16
2023-03-27-12-24;3981.74;12684.70
2023-03-27-12-25;3982.85;12688.39
2023-03-27-12-26;3982.28;12688.33
2023-03-27-12-27;3980.83;12686.19
2023-03-27-12-28;3981.09;12687.35
2023-03-27-12-29;3982.01;12690.23
2023-03-27-12-30;3982.52;12695.01
2023-03-27-12-31;3982.79;12692.49
2023-03-27-12-32;3981.87;12686.46
2023-03-27-12-33;3980.98;12681.27
2023-03-27-12-34;3980.70;12677.86
2023-03-27-12-35;3979.54;12673.97
2023-03-27-12-36;3979.28;12673.31
2023-03-27-12-37;3980.52;12674.62
2023-03-27-12-38;3979.07;12668.63
2023-03-27-12-39;3979.13;12670.33
2023-03-27-12-40;3978.65;12664.92
2023-03-27-12-41;3978.14;12659.67
2023-03-27-12-42;3976.10;12649.86
2023-03-27-12-43;3977.45;12655.29
2023-03-27-12-44;3977.04;12654.51
2023-03-27-12-45;3979.10;12665.33
2023-03-27-12-46;3979.41;12664.72
2023-03-27-12-47;3979.13;12665.97
2023-03-27-12-48;3977.49;12660.21
2023-03-27-12-49;3979.55;12665.58
2023-03-27-12-50;3979.70;12670.09
2023-03-27-12-51;3980.86;12675.37
2023-03-27-12-52;3981.05;12677.19
2023-03-27-12-53;3979.74;12672.44
2023-03-27-12-54;3978.23;12668.11
2023-03-27-12-55;3978.86;12669.70
2023-03-27-12-56;3978.31;12667.99
2023-03-27-12-57;3979.25;12671.33
2023-03-27-12-58;3978.33;12667.70
2023-03-27-12-59;3977.81;12666.65
2023-03-27-13-00;3978.94;12670.23
2023-03-27-13-01;3979.04;12669.33
2023-03-27-13-02;3979.94;12673.30
2023-03-27-13-03;3979.91;12667.98
2023-03-27-13-04;3982.53;12678.84
2023-03-27-13-05;3982.15;12676.28
2023-03-27-13-06;3981.06;12674.35
2023-03-27-13-07;3981.70;12675.64
2023-03-27-13-08;3982.88;12680.47
2023-03-27-13-09;3983.18;12680.43
2023-03-27-13-10;3980.74;12673.87
2023-03-27-13-11;3979.97;12668.10
2023-03-27-13-12;3977.39;12657.17
2023-03-27-13-13;3978.92;12661.91
2023-03-27-13-14;3977.62;12658.70
2023-03-27-13-15;3977.78;12660.02
2023-03-27-13-16;3977.33;12657.71
2023-03-27-13-17;3976.20;12652.55
2023-03-27-13-18;3976.36;12652.10
2023-03-27-13-19;3977.75;12657.13
2023-03-27-13-20;3979.47;12663.97
2023-03-27-13-21;3980.15;12666.63
2023-03-27-13-22;3982.56;12677.12
2023-03-27-13-23;3984.31;12680.03
2023-03-27-13-24;3983.74;12680.29
2023-03-27-13-25;3983.65;12681.51
2023-03-27-13-26;3983.73;12681.54
2023-03-27-13-27;3983.89;12680.64
2023-03-27-13-28;3984.31;12681.90
2023-03-27-13-29;3984.28;12684.32
2023-03-27-13-30;3984.86;12683.12
2023-03-27-13-31;3986.82;12690.32
2023-03-27-13-32;3985.48;12685.98
2023-03-27-13-33;3985.50;12685.93
2023-03-27-13-34;3985.65;12687.89
2023-03-27-13-35;3986.18;12692.25
2023-03-27-13-36;3985.55;12691.75
2023-03-27-13-37;3984.91;12689.26
2023-03-27-13-38;3985.81;12693.99
2023-03-27-13-39;3984.20;12689.55
2023-03-27-13-40;3984.48;12691.43
2023-03-27-13-41;3986.51;12699.55
2023-03-27-13-42;3986.61;12699.47
2023-03-27-13-43;3986.02;12697.88
2023-03-27-13-44;3986.14;12698.34
2023-03-27-13-45;3987.92;12705.82
2023-03-27-13-46;3987.53;12704.48
2023-03-27-13-47;3987.67;12703.85
2023-03-27-13-48;3989.70;12711.27
2023-03-27-13-49;3988.95;12710.62
2023-03-27-13-50;3988.29;12706.44
2023-03-27-13-51;3986.89;12702.10
2023-03-27-13-52;3987.33;12702.47
2023-03-27-13-53;3986.78;12700.59
2023-03-27-13-54;3985.54;12696.38
2023-03-27-13-55;3983.63;12689.69
2023-03-27-13-56;3984.36;12691.90
2023-03-27-13-57;3985.08;12694.45
2023-03-27-13-58;3984.08;12691.48
2023-03-27-13-59;3983.99;12690.64
2023-03-27-14-00;3983.21;12687.88
2023-03-27-14-01;3981.85;12682.11
2023-03-27-14-02;3980.80;12677.68
2023-03-27-14-03;3980.51;12678.55
2023-03-27-14-04;3980.85;12676.78
2023-03-27-14-05;3979.08;12670.96
2023-03-27-14-06;3980.29;12675.42
2023-03-27-14-07;3979.01;12670.99
2023-03-27-14-08;3979.75;12676.35
2023-03-27-14-09;3980.04;12675.34
2023-03-27-14-10;3980.56;12677.18
2023-03-27-14-11;3982.06;12684.85
2023-03-27-14-12;3981.53;12683.08
2023-03-27-14-13;3982.86;12689.91
2023-03-27-14-14;3983.18;12692.04
2023-03-27-14-15;3984.22;12694.96
2023-03-27-14-16;3983.70;12693.53
2023-03-27-14-17;3985.01;12698.00
2023-03-27-14-18;3984.63;12699.43
2023-03-27-14-19;3983.98;12697.80
2023-03-27-14-20;3985.78;12703.90
2023-03-27-14-21;3985.59;12702.87
2023-03-27-14-22;3986.26;12707.30
2023-03-27-14-23;3988.65;12712.78
2023-03-27-14-24;3987.82;12709.62
2023-03-27-14-25;3987.60;12710.16
2023-03-27-14-26;3989.60;12718.21
2023-03-27-14-27;3988.86;12713.90
2023-03-27-14-28;3988.76;12713.68
2023-03-27-14-29;3989.17;12713.83
2023-03-27-14-30;3988.87;12710.54
2023-03-27-14-31;3990.41;12716.04
2023-03-27-14-32;3991.46;12721.12
2023-03-27-14-33;3991.60;12719.93
2023-03-27-14-34;3990.89;12716.18
2023-03-27-14-35;3991.09;12717.84
2023-03-27-14-36;3992.14;12721.96
2023-03-27-14-37;3992.99;12723.94
2023-03-27-14-38;3992.96;12726.25
2023-03-27-14-39;3993.15;12726.22
2023-03-27-14-40;3992.65;12725.19
2023-03-27-14-41;3992.01;12723.90
2023-03-27-14-42;3992.32;12725.46
2023-03-27-14-43;3992.43;12726.78
2023-03-27-14-44;3992.91;12728.37
2023-03-27-14-45;3992.38;12726.33
2023-03-27-14-46;3992.68;12727.16
2023-03-27-14-47;3993.60;12730.30
2023-03-27-14-48;3992.20;12723.97
2023-03-27-14-49;3991.67;12722.93
2023-03-27-14-50;3992.88;12728.65
2023-03-27-14-51;3991.72;12725.90
2023-03-27-14-52;3993.59;12732.82
2023-03-27-14-53;3992.96;12729.89
2023-03-27-14-54;3992.71;12729.34
2023-03-27-14-55;3992.27;12728.79
2023-03-27-14-56;3993.17;12731.31
2023-03-27-14-57;3993.20;12729.84
2023-03-27-14-58;3994.08;12733.57
2023-03-27-14-59;3994.57;12732.48
2023-03-27-15-00;3995.40;12737.46
2023-03-27-15-01;3995.68;12739.72
2023-03-27-15-02;3996.45;12743.43
2023-03-27-15-03;3997.08;12746.49
2023-03-27-15-04;3995.81;12743.29
2023-03-27-15-05;3992.86;12732.50
2023-03-27-15-06;3991.03;12724.35
2023-03-27-15-07;3990.19;12722.37
2023-03-27-15-08;3991.28;12727.37
2023-03-27-15-09;3990.67;12724.81
2023-03-27-15-10;3989.26;12720.06
2023-03-27-15-11;3990.49;12724.85
2023-03-27-15-12;3989.86;12721.82
2023-03-27-15-13;3989.88;12723.31
2023-03-27-15-14;3989.47;12722.23
2023-03-27-15-15;3989.48;12718.10
2023-03-27-15-16;3988.63;12717.10
2023-03-27-15-17;3989.75;12723.19
2023-03-27-15-18;3991.17;12729.17
2023-03-27-15-19;3989.29;12722.13
2023-03-27-15-20;3988.76;12719.46
2023-03-27-15-21;3987.25;12713.04
2023-03-27-15-22;3987.98;12714.77
2023-03-27-15-23;3988.95;12715.36
2023-03-27-15-24;3989.31;12715.57
2023-03-27-15-25;3990.31;12719.39
2023-03-27-15-26;3990.46;12717.70
2023-03-27-15-27;3989.99;12716.20
2023-03-27-15-28;3991.50;12722.85
2023-03-27-15-29;3992.29;12723.29
2023-03-27-15-30;3991.27;12719.33
2023-03-27-15-31;3991.04;12717.63
2023-03-27-15-32;3992.50;12721.69
2023-03-27-15-33;3990.93;12714.00
2023-03-27-15-34;3988.87;12706.93
2023-03-27-15-35;3989.95;12715.01
2023-03-27-15-36;3988.99;12709.63
2023-03-27-15-37;3986.06;12699.86
2023-03-27-15-38;3984.36;12692.83
2023-03-27-15-39;3984.41;12693.50
2023-03-27-15-40;3985.97;12699.10
2023-03-27-15-41;3985.03;12697.36
2023-03-27-15-42;3985.64;12701.80
2023-03-27-15-43;3987.14;12707.93
2023-03-27-15-44;3987.01;12704.51
2023-03-27-15-45;3985.36;12698.59
2023-03-27-15-46;3985.08;12698.84
2023-03-27-15-47;3983.69;12692.52
2023-03-27-15-48;3983.86;12695.87
2023-03-27-15-49;3983.23;12695.15
2023-03-27-15-50;3981.13;12689.96
2023-03-27-15-51;3980.07;12685.45
2023-03-27-15-52;3980.17;12684.55
2023-03-27-15-53;3983.27;12694.34
2023-03-27-15-54;3983.90;12696.06
2023-03-27-15-55;3981.65;12685.17
2023-03-27-15-56;3978.39;12672.04
2023-03-27-15-57;3977.46;12668.10
2023-03-27-15-58;3976.35;12665.85
2023-03-27-15-59;3975.99;12664.16
2023-03-27-16-00;3978.63;12673.07
2023-03-27-16-01;3977.75;12673.07
2023-03-27-16-02;3977.75;12673.07
2023-03-27-16-03;3977.75;12673.07
2023-03-27-16-04;3977.56;12673.07
2023-03-27-16-05;3977.53;12673.07
2023-03-27-16-06;3977.53;12673.07
2023-03-27-16-07;3977.53;12673.07
2023-03-27-16-08;3977.53;12673.07
2023-03-27-16-09;3977.53;12673.07
2023-03-27-16-10;3977.53;12673.07
2023-03-27-16-11;3977.53;12673.07
2023-03-27-16-12;3977.53;12673.07
2023-03-27-16-13;3977.53;12673.07
2023-03-27-16-14;3977.53;12673.07
2023-03-27-16-15;3977.53;12673.07
2023-03-27-16-16;3977.53;12673.07
2023-03-27-16-17;3977.53;12673.07
2023-03-27-16-18;3977.53;12673.07
2023-03-27-16-19;3977.53;12673.07
2023-03-27-16-20;3977.53;12673.07
2023-03-27-16-21;3977.53;12673.07
2023-03-27-16-22;3977.53;12673.07
2023-03-27-16-23;3977.53;12673.07
2023-03-27-16-24;3977.53;12673.07
2023-03-27-16-25;3977.53;12673.07
2023-03-27-16-26;3977.53;12673.07
2023-03-27-16-27;3977.53;12673.07
2023-03-27-16-28;3977.53;12673.07
2023-03-27-16-29;3977.53;12673.07
2023-03-27-16-30;3977.53;12673.07
2023-03-27-16-31;3977.53;12673.07
2023-03-27-16-32;3977.53;12673.07
2023-03-27-16-33;3977.53;12673.07
2023-03-27-16-34;3977.53;12673.07
2023-03-27-16-35;3977.53;12673.07
2023-03-27-16-36;3977.53;12673.07
2023-03-27-16-37;3977.53;12673.07
2023-03-27-16-38;3977.53;12673.07
2023-03-27-16-39;3977.53;12673.07
2023-03-27-16-40;3977.53;12673.07
2023-03-27-16-41;3977.53;12673.07
2023-03-27-16-42;3977.53;12673.07
2023-03-27-16-43;3977.53;12673.07
2023-03-27-16-44;3977.53;12673.07
2023-03-27-16-45;3977.53;12673.07
2023-03-27-16-46;3977.53;12673.07
2023-03-27-16-47;3977.53;12673.07
2023-03-27-16-48;3977.53;12673.07
2023-03-27-16-49;3977.53;12673.07
2023-03-27-16-50;3977.53;12673.07
2023-03-27-16-51;3977.53;12673.07
2023-03-27-16-52;3977.53;12673.07
2023-03-27-16-53;3977.53;12673.07
2023-03-27-16-54;3977.53;12673.07
2023-03-27-16-55;3977.53;12673.07
2023-03-27-16-56;3977.53;12673.07
2023-03-27-16-57;3977.53;12673.07
2023-03-27-16-58;3977.53;12673.07
2023-03-27-16-59;3977.53;12673.07
2023-03-28-09-00;3977.53;12673.07
2023-03-28-09-01;3977.53;12673.07
2023-03-28-09-02;3977.53;12673.07
2023-03-28-09-03;3977.53;12673.07
2023-03-28-09-04;3977.53;12673.07
2023-03-28-09-05;3977.53;12673.07
2023-03-28-09-06;3977.53;12673.07
2023-03-28-09-07;3977.53;12673.07
2023-03-28-09-08;3977.53;12673.07
2023-03-28-09-09;3977.53;12673.07
2023-03-28-09-10;3977.53;12673.07
2023-03-28-09-11;3977.53;12673.07
2023-03-28-09-12;3977.53;12673.07
2023-03-28-09-13;3977.53;12673.07
2023-03-28-09-14;3977.53;12673.07
2023-03-28-09-15;3977.53;12673.07
2023-03-28-09-16;3977.53;12673.07
2023-03-28-09-17;3977.53;12673.07
2023-03-28-09-18;3977.53;12673.07
2023-03-28-09-19;3977.53;12673.07
2023-03-28-09-20;3977.53;12673.07
2023-03-28-09-21;3977.53;12673.07
2023-03-28-09-22;3977.53;12673.07
2023-03-28-09-23;3977.53;12673.07
2023-03-28-09-24;3977.53;12673.07
2023-03-28-09-25;3977.53;12673.07
2023-03-28-09-26;3977.53;12673.07
2023-03-28-09-27;3977.53;12673.07
2023-03-28-09-28;3977.53;12673.07
2023-03-28-09-29;3977.53;12673.07
2023-03-28-09-30;3973.94;12673.07
2023-03-28-09-31;3970.24;12644.13
2023-03-28-09-32;3968.24;12634.89
2023-03-28-09-33;3966.19;12618.84
2023-03-28-09-34;3965.11;12609.04
2023-03-28-09-35;3969.99;12620.58
2023-03-28-09-36;3970.80;12606.68
2023-03-28-09-37;3968.10;12589.71
2023-03-28-09-38;3969.00;12587.63
2023-03-28-09-39;3969.31;12583.48
2023-03-28-09-40;3970.14;12582.74
2023-03-28-09-41;3971.55;12591.64
2023-03-28-09-42;3968.82;12576.05
2023-03-28-09-43;3969.35;12571.62
2023-03-28-09-44;3970.94;12577.75
2023-03-28-09-45;3970.52;12575.68
2023-03-28-09-46;3973.25;12587.60
2023-03-28-09-47;3972.16;12589.70
2023-03-28-09-48;3970.92;12584.87
2023-03-28-09-49;3971.89;12592.39
2023-03-28-09-50;3972.12;12592.05
2023-03-28-09-51;3971.52;12585.19
2023-03-28-09-52;3969.29;12581.42
2023-03-28-09-53;3971.44;12590.04
2023-03-28-09-54;3973.66;12599.07
2023-03-28-09-55;3974.33;12598.72
2023-03-28-09-56;3973.16;12590.90
2023-03-28-09-57;3970.64;12584.40
2023-03-28-09-58;3969.86;12575.23
2023-03-28-09-59;3968.74;12569.15
2023-03-28-10-00;3969.40;12571.24
2023-03-28-10-01;3967.39;12564.67
2023-03-28-10-02;3968.55;12568.89
2023-03-28-10-03;3969.40;12569.56
2023-03-28-10-04;3971.52;12580.24
2023-03-28-10-05;3972.65;12581.64
2023-03-28-10-06;3973.70;12587.25
2023-03-28-10-07;3973.22;12581.25
2023-03-28-10-08;3973.85;12582.12
2023-03-28-10-09;3976.24;12588.97
2023-03-28-10-10;3976.22;12590.44
2023-03-28-10-11;3977.59;12598.47
2023-03-28-10-12;3978.49;12602.83
2023-03-28-10-13;3976.80;12595.99
2023-03-28-10-14;3976.00;12593.47
2023-03-28-10-15;3976.93;12598.97
2023-03-28-10-17;3977.10;12600.81
2023-03-28-10-18;3978.16;12605.85
2023-03-28-10-19;3977.47;12607.01
2023-03-28-10-20;3977.27;12609.63
2023-03-28-10-21;3977.05;12606.24
2023-03-28-10-22;3974.47;12595.59
2023-03-28-10-23;3973.95;12595.51
2023-03-28-10-24;3972.88;12591.75
2023-03-28-10-25;3973.50;12591.69
2023-03-28-10-26;3973.12;12589.19
2023-03-28-10-27;3972.95;12586.98
2023-03-28-10-28;3973.12;12585.48
2023-03-28-10-29;3970.92;12580.80
2023-03-28-10-30;3973.52;12587.00
2023-03-28-10-31;3970.84;12573.81
2023-03-28-10-32;3968.19;12566.31
2023-03-28-10-33;3966.71;12559.40
2023-03-28-10-34;3962.30;12541.87
2023-03-28-10-35;3960.36;12534.94
2023-03-28-10-36;3961.35;12537.51
2023-03-28-10-37;3962.43;12538.66
2023-03-28-10-38;3962.97;12541.20
2023-03-28-10-39;3962.44;12539.72
2023-03-28-10-40;3962.84;12540.46
2023-03-28-10-41;3962.49;12540.21
2023-03-28-10-42;3961.09;12537.53
2023-03-28-10-43;3962.45;12542.58
2023-03-28-10-44;3962.40;12540.60
2023-03-28-10-45;3962.47;12539.96
2023-03-28-10-46;3964.41;12545.83
2023-03-28-10-47;3964.54;12547.87
2023-03-28-10-48;3965.60;12553.16
2023-03-28-10-49;3964.40;12546.59
2023-03-28-10-50;3964.99;12549.84
2023-03-28-10-51;3964.66;12547.84
2023-03-28-10-52;3963.84;12545.75
2023-03-28-10-53;3964.04;12549.91
2023-03-28-10-54;3963.51;12545.38
2023-03-28-10-55;3963.07;12544.25
2023-03-28-10-56;3963.02;12544.83
2023-03-28-10-57;3963.51;12545.79
2023-03-28-10-58;3961.96;12540.89
2023-03-28-10-59;3962.90;12542.15
2023-03-28-11-00;3962.32;12538.47
2023-03-28-11-01;3963.62;12542.27
2023-03-28-11-02;3965.69;12552.68
2023-03-28-11-03;3966.92;12557.98
2023-03-28-11-04;3968.45;12565.52
2023-03-28-11-05;3967.82;12564.97
2023-03-28-11-06;3968.24;12566.60
2023-03-28-11-07;3969.25;12571.32
2023-03-28-11-08;3968.10;12570.85
2023-03-28-11-09;3968.53;12573.91
2023-03-28-11-10;3967.39;12570.57
2023-03-28-11-11;3967.13;12571.70
2023-03-28-11-12;3966.44;12567.24
2023-03-28-11-13;3966.05;12566.75
2023-03-28-11-14;3967.64;12573.22
2023-03-28-11-15;3969.06;12580.14
2023-03-28-11-16;3969.87;12582.66
2023-03-28-11-17;3970.66;12584.61
2023-03-28-11-18;3969.93;12582.47
2023-03-28-11-19;3970.80;12584.31
2023-03-28-11-20;3970.74;12583.56
2023-03-28-11-21;3970.04;12579.34
2023-03-28-11-22;3970.48;12580.82
2023-03-28-11-23;3972.24;12583.94
2023-03-28-11-24;3970.96;12577.80
2023-03-28-11-25;3971.18;12578.77
2023-03-28-11-26;3970.95;12576.08
2023-03-28-11-27;3971.63;12581.26
2023-03-28-11-28;3971.14;12577.98
2023-03-28-11-29;3970.94;12579.91
2023-03-28-11-30;3972.83;12586.88
2023-03-28-11-31;3972.83;12587.93
